VS__Z,VS__u,VS__w,VS__ezz,VS__kzz,VS__szz_bot,VS__szz_top,VS__sth_bot,VS__sth_top,S__Z,S__u,S__w,S__ezz,S__kzz,S__szz_bot,S__szz_top,S__sth_bot,S__sth_top,B__Z,B__u,B__w,B__ezz,B__kzz,B__szz_bot,B__szz_top,B__sth_bot,B__sth_top,I__Z,I__u,I__w,I__ezz,I__kzz,I__szz_Iot,I__szz_top,I__sth_Iot,I__sth_top,Q__Z,Q__u,Q__w,Q__ezz,Q__kzz,Q__szz_Qot,Q__szz_top,Q__sth_Qot,Q__sth_top
2606.4,0.2254951,-0.450085554,-0.000163414,-8.40E-11,-29.96816478,-29.9680355,9.049158577,9.04919736,2751.2,0.314648059,-0.403814368,-0.000133216,-4.47E-10,-22.36321239,-22.36262261,14.26757354,14.26775047,724,0.388077884,-0.088321462,-0.000122934,3.44E-07,-19.26589202,-19.71966252,17.04834322,16.91221207,2571,0.61512356,-0.360348776,-0.000130021,-2.31E-07,-18.00477619,-17.80142036,26.97349137,27.03449812,2673.5,1.46328793,-0.45810337,-0.000136549,9.02E-08,-10.69475272,-10.73438993,55.32309139,55.31120023
2613.6,0.225450752,-0.45126193,-0.000163357,-7.31E-11,-29.95668921,-29.95657674,9.049053432,9.049087171,2758.8,0.314555223,-0.4048265,-0.000133134,-4.44E-10,-22.34730737,-22.34672168,14.26615602,14.26633173,726,0.388031818,-0.088567306,-0.00012291,3.53E-07,-19.25537889,-19.72128589,17.04878738,16.90901528,2582,0.614559318,-0.361777909,-0.00012982,-2.54E-07,-17.98024265,-17.75716152,26.95115447,27.01807881,2687,1.45987789,-0.459943377,-0.000136045,7.92E-08,-10.63154958,-10.66635017,55.20565073,55.19521055
2620.8,0.225406401,-0.452437892,-0.000163299,-6.00E-11,-29.94521209,-29.94511978,9.048948448,9.048976139,2766.4,0.314462362,-0.405838011,-0.000133053,-4.39E-10,-22.33140253,-22.33082372,14.26473674,14.26491038,728,0.387987165,-0.088813102,-0.000122886,3.63E-07,-19.24463761,-19.72313782,17.04938311,16.90583305,2593,0.613964388,-0.363204817,-0.000129617,-2.75E-07,-17.95500436,-17.71363664,26.92741384,26.99982416,2700.5,1.45648209,-0.461776602,-0.000135544,5.57E-08,-10.57123526,-10.59571404,55.08791302,55.08056938
2628,0.225362046,-0.45361344,-0.000163242,-4.45E-11,-29.93373327,-29.93366477,9.048843726,9.048864275,2774,0.314369476,-0.406848902,-0.000132971,-4.31E-10,-22.31549769,-22.31492891,14.26331577,14.2634864,730,0.387943963,-0.08905885,-0.000122862,3.73E-07,-19.23366757,-19.7252189,17.05013287,16.90266747,2604,0.613336263,-0.364629474,-0.000129411,-2.93E-07,-17.92860611,-17.67130098,26.90227412,26.97946567,2714,1.453096197,-0.463603064,-0.000135043,1.62E-08,-10.51457808,-10.52171388,54.96947444,54.9673337
2635.2,0.225317689,-0.454788573,-0.000163184,-2.65E-11,-29.92225261,-29.92221186,9.048739372,9.048751598,2781.6,0.314276565,-0.407859173,-0.00013289,-4.21E-10,-22.29959266,-22.29903743,14.26189319,14.26205976,732,0.387902253,-0.089304549,-0.000122838,3.83E-07,-19.22246826,-19.72752966,17.05103911,16.89952069,2615,0.612672763,-0.366051851,-0.000129202,-3.07E-07,-17.90051001,-17.63069248,26.87578189,26.95672715,2727.5,1.449712962,-0.465422776,-0.000134544,-4.30E-08,-10.46241348,-10.44351488,54.84979442,54.855464
2642.4,0.225273331,-0.455963293,-0.000163127,-5.70E-12,-29.91076996,-29.9107612,9.048635508,9.048638138,2789.2,0.314183629,-0.408868823,-0.000132808,-4.08E-10,-22.28368725,-22.28314949,14.26046911,14.26063044,734,0.387862075,-0.089550201,-0.000122814,3.94E-07,-19.21103928,-19.73007049,17.05210439,16.89639503,2626,0.611972179,-0.367471916,-0.000128991,-3.16E-07,-17.87008998,-17.59243726,26.84803507,26.93133088,2741,1.446321531,-0.467235746,-0.000134044,-1.26E-07,-10.41561211,-10.36024707,54.7281776,54.74478711
2649.6,0.225228973,-0.457137599,-0.000163069,1.80E-11,-29.89928517,-29.89931293,9.048532265,9.048523935,2796.8,0.31409067,-0.409877853,-0.000132726,-3.91E-10,-22.26778124,-22.26726531,14.25904364,14.25919842,736,0.387823471,-0.089795806,-0.000122791,4.05E-07,-19.19938033,-19.73284169,17.05333127,16.89329286,2637,0.61123345,-0.368889638,-0.000128776,-3.18E-07,-17.83662754,-17.55725386,26.81919332,26.90300542,2754.5,1.442906724,-0.469041971,-0.000133544,-2.37E-07,-10.37503201,-10.27105303,54.60375937,54.63495307
2656.8,0.225184615,-0.458311491,-0.000163012,4.49E-11,-29.88779808,-29.88786721,9.048429785,9.048409045,2804.4,0.313997689,-0.410886263,-0.000132645,-3.71E-10,-22.25187443,-22.25138509,14.25761691,14.25776371,738,0.387786486,-0.090041364,-0.000122767,4.16E-07,-19.18749123,-19.73584345,17.0547224,16.89021673,2648,0.610456357,-0.370304985,-0.000128559,-3.11E-07,-17.79930915,-17.52595586,26.78948921,26.8714952,2768,1.439448332,-0.470841432,-0.000133042,-3.78E-07,-10.34145201,-10.17515458,54.47549769,54.52538692
2664,0.22514026,-0.459484969,-0.000162954,7.52E-11,-29.87630855,-29.87642419,9.048328225,9.048293533,2812,0.313904685,-0.411894052,-0.000132563,-3.47E-10,-22.23596659,-22.23550907,14.25618906,14.25632631,740,0.387751164,-0.090286874,-0.000122744,4.27E-07,-19.17537189,-19.73907584,17.05628044,16.88716925,2659,0.60964175,-0.371717923,-0.000128339,-2.93E-07,-17.75722574,-17.49945238,26.75924019,26.8365722,2781.5,1.435920474,-0.472634094,-0.000132537,-5.54E-07,-10.31548305,-10.07194143,54.34217403,54.41523651
2671.2,0.225095909,-0.460658033,-0.000162897,1.09E-10,-29.86481644,-29.864984,9.048227752,9.048177484,2819.6,0.313811662,-0.412901222,-0.000132481,-3.19E-10,-22.22005749,-22.21963748,14.25476025,14.25488625,742,0.387717552,-0.090532338,-0.000122721,4.39E-07,-19.16302236,-19.74253883,17.05800813,16.88415319,2670,0.608791797,-0.373128423,-0.000128115,-2.62E-07,-17.70937485,-17.47874591,26.72886105,26.79804974,2795,1.432291098,-0.474419897,-0.000132026,-7.65E-07,-10.29745478,-9.961084553,54.20240748,54.30331855
2678.4,0.225051563,-0.461830683,-0.000162839,1.46E-10,-29.85332161,-29.85354678,9.048128547,9.048060996,2827.2,0.313718621,-0.413907771,-0.0001324,-2.85E-10,-22.2041469,-22.20377054,14.25333066,14.25344356,744,0.387685698,-0.090777756,-0.000122697,4.52E-07,-19.1504428,-19.74623226,17.05990824,16.8811714,2681,0.607910257,-0.374536455,-0.00012789,-2.16E-07,-17.65466619,-17.4649268,26.69887685,26.75579866,2808.5,1.428521723,-0.476198752,-0.000131507,-1.01E-06,-10.28727531,-9.842676515,54.05468632,54.18806596
2685.6,0.225007225,-0.463002919,-0.000162782,1.88E-10,-29.84182395,-29.84211266,9.048030802,9.047944188,2834.8,0.313625563,-0.4149137,-0.000132318,-2.47E-10,-22.18823459,-22.18790851,14.25190049,14.25199831,746,0.387655652,-0.091023129,-0.000122675,4.64E-07,-19.13763349,-19.75015584,17.06198359,16.87822688,2692,0.607002787,-0.375941996,-0.000127663,-1.51E-07,-17.59193113,-17.45916374,26.66993578,26.709766,2822,1.424567521,-0.477970537,-0.000130978,-1.29E-06,-10.28426283,-9.717399749,53.89742199,54.06748092
2692.8,0.224962897,-0.464174741,-0.000162724,2.33E-10,-29.83032333,-29.83068175,9.047934722,9.047827198,2842.4,0.313532491,-0.415919009,-0.000132237,-2.04E-10,-22.17232033,-22.1720516,14.25046995,14.25055057,748,0.387627463,-0.091268455,-0.000122652,4.78E-07,-19.12459482,-19.75430917,17.06423704,16.87532274,2703,0.606077256,-0.377345025,-0.000127434,-6.51E-08,-17.51993697,-17.46268946,26.64282186,26.65999611,2835.5,1.4203779,-0.479735093,-0.000130435,-1.59E-06,-10.2869498,-9.586722445,53.72903107,53.93909927
2700,0.22491858,-0.465346149,-0.000162667,2.82E-10,-29.81881967,-29.81925414,9.047840524,9.047710183,2850,0.313439407,-0.416923697,-0.000132155,-1.55E-10,-22.15640389,-22.15620006,14.24903929,14.24910044,750,0.387601185,-0.091513736,-0.000122629,4.91E-07,-19.11132735,-19.75869172,17.06667151,16.8724622,2714,0.605144087,-0.378745534,-0.000127204,4.48E-08,-17.43740682,-17.4767809,26.61846677,26.60665454,2849,1.415897735,-0.481492214,-0.000129876,-1.91E-06,-10.29286207,-9.453119404,53.54805078,53.79997358
2707.2,0.224874279,-0.466517144,-0.000162609,3.36E-10,-29.80731288,-29.80782991,9.047748437,9.047593327,2857.6,0.313346314,-0.417927766,-0.000132074,-9.93E-11,-22.14048505,-22.14035411,14.24760875,14.24764803,752,0.387576871,-0.091758973,-0.000122607,5.05E-07,-19.09783172,-19.76330282,17.06928994,16.86964861,2725,0.60421661,-0.380143522,-0.000126975,1.82E-07,-17.34304586,-17.50273292,26.59796045,26.55005433,2862.5,1.411069436,-0.483241653,-0.000129296,-2.22E-06,-10.2982785,-9.320312414,53.35329391,53.64668373
2714.4,0.224829995,-0.467687724,-0.000162552,3.94E-10,-29.7958029,-29.79640912,9.047658699,9.047476834,2865.2,0.313253215,-0.418931215,-0.000131992,-3.76E-11,-22.1245636,-22.12451395,14.24617862,14.24619351,754,0.387554575,-0.092004165,-0.000122585,5.19E-07,-19.08410875,-19.76814167,17.07209532,16.86688544,2736,0.603311412,-0.381539001,-0.000126748,3.48E-07,-17.23557493,-17.54182473,26.58255976,26.49068482,2876,1.405836054,-0.484983112,-0.000128693,-2.51E-06,-10.29798016,-9.193521033,53.14404811,53.47538585
2721.6,0.224785731,-0.468857891,-0.000162494,4.56E-10,-29.78428972,-29.7849918,9.04757156,9.047360936,2872.8,0.313160115,-0.419934044,-0.00013191,3.07E-11,-22.10863934,-22.1086798,14.24474918,14.24473704,756,0.387534354,-0.092249312,-0.000122563,5.33E-07,-19.07015938,-19.77320733,17.07509068,16.86417629,2747,0.602448696,-0.382932,-0.000126525,5.48E-07,-17.11377231,-17.59527812,26.5736944,26.42924266,2889.5,1.400145622,-0.486716252,-0.000128063,-2.74E-06,-10.28500285,-9.079710116,52.92032402,53.28191184
2728.8,0.224741491,-0.470027644,-0.000162437,5.23E-10,-29.77277333,-29.77357795,9.047487278,9.047245893,2880.4,0.313067016,-0.420936254,-0.000131829,1.06E-10,-22.09271211,-22.09285182,14.24332076,14.24327884,758,0.387516266,-0.092494416,-0.000122541,5.48E-07,-19.05598469,-19.7784987,17.07827909,16.86152488,2758,0.601652607,-0.384322567,-0.000126307,7.82E-07,-16.97652454,-17.66420656,26.57296932,26.36666472,2903,1.393956949,-0.488440694,-0.000127404,-2.87E-06,-10.25041187,-8.987815019,52.68315441,53.06193346
2736,0.224697278,-0.471196983,-0.000162379,5.94E-10,-29.76125377,-29.76216752,9.047406118,9.047131991,2888,0.312973923,-0.421937843,-0.000131747,1.88E-10,-22.07678174,-22.07703018,14.24189369,14.24181916,760,0.38750037,-0.092739477,-0.000122519,5.63E-07,-19.04158593,-19.78401456,17.08166364,16.85893505,2769,0.600951546,-0.385710772,-0.000126096,1.05E-06,-16.82288723,-17.74955452,26.58216256,26.30416237,2916.5,1.387247042,-0.490156033,-0.000126715,-2.85E-06,-10.18312451,-8.928919072,52.43494434,52.81120597
2743.2,0.224653096,-0.472365908,-0.000162322,6.69E-10,-29.74973111,-29.75076045,9.04732835,9.047019549,2895.6,0.312880841,-0.422938813,-0.000131666,2.78E-10,-22.06084813,-22.06121499,14.24046832,14.24035826,762,0.387486726,-0.092984494,-0.000122498,5.78E-07,-19.02696446,-19.78975352,17.08524749,16.85641077,2780,0.600378422,-0.387096713,-0.000125895,1.36E-06,-16.65215647,-17.85202594,26.60321735,26.24325651,2930,1.380020302,-0.491861855,-0.000125995,-2.62E-06,-10.0698129,-8.91635082,52.17986819,52.52590682
2750.4,0.224608949,-0.473534419,-0.000162265,7.48E-10,-29.73820548,-29.73935661,9.04725425,9.046908913,2903.2,0.312787776,-0.423939163,-0.000131584,3.76E-10,-22.04491117,-22.04540635,14.23904502,14.23889647,764,0.387475396,-0.093229469,-0.000122477,5.94E-07,-19.01212184,-19.79571404,17.08903379,16.85395613,2791,0.599970846,-0.388480517,-0.000125708,1.72E-06,-16.46395162,-17.9720015,26.63822746,26.1858125,2943.5,1.372319572,-0.493557766,-0.000125247,-2.11E-06,-9.894927167,-8.965660753,51.92430473,52.20308466
2757.6,0.22456484,-0.474702517,-0.000162207,8.31E-10,-29.72667706,-29.72795582,9.047184094,9.046800465,2910.8,0.312694732,-0.424938893,-0.000131503,4.80E-10,-22.02897084,-22.0296043,14.23762419,14.23743415,766,0.387466443,-0.093474402,-0.000122456,6.10E-07,-18.99705978,-19.80189441,17.09302575,16.85157536,2802,0.599771236,-0.389862347,-0.000125537,2.11E-06,-16.25830989,-18.10944405,26.68941417,26.13407392,2957,1.364239026,-0.495243424,-0.000124477,-1.24E-06,-9.640887629,-9.094429212,51.67729475,51.84123228
2764.8,0.224520775,-0.475870201,-0.00016215,9.18E-10,-29.71514606,-29.71655786,9.047118157,9.046694617,2918.4,0.312601715,-0.425938004,-0.000131421,5.93E-10,-22.01302714,-22.01380883,14.23620622,14.23597171,768,0.387459931,-0.093719293,-0.000122435,6.27E-07,-18.98178013,-19.80829277,17.0972266,16.84927281,2813,0.599826799,-0.391242405,-0.000125386,2.53E-06,-16.03579293,-18.26379199,26.75909365,26.09069393,2970.5,1.355938711,-0.496918593,-0.000123695,7.59E-08,-9.288501939,-9.321849189,51.45099787,51.4409937
2772,0.224476757,-0.477037472,-0.000162092,1.01E-09,-29.70361279,-29.70516243,9.047056708,9.046591816,2926,0.312508734,-0.426936496,-0.00013134,7.13E-10,-21.99708013,-21.9980199,14.23479153,14.2345096,770,0.387455926,-0.093964142,-0.000122414,6.44E-07,-18.96628493,-19.81490709,17.1016396,16.84705295,2824,0.600189379,-0.392620935,-0.00012526,3.00E-06,-15.7976055,-18.43384059,26.84963304,26.05876252,2984,1.347660419,-0.498583194,-0.000122915,1.93E-06,-8.817670937,-9.668020485,51.26111547,51.00601061
2779.2,0.224432791,-0.478204328,-0.000162035,1.10E-09,-29.69207762,-29.69376918,9.047000011,9.046492542,2933.6,0.312415793,-0.427934368,-0.000131258,8.40E-10,-21.98112994,-21.98223736,14.23338054,14.23304831,772,0.387454496,-0.094208951,-0.000122394,6.61E-07,-18.95057639,-19.82173514,17.10626803,16.8449204,2835,0.60091512,-0.393998229,-0.000125162,3.49E-06,-15.54572574,-18.61761177,26.96339384,26.04182803,2997.5,1.339744276,-0.500237386,-0.000122157,4.42E-06,-8.208452302,-10.15288607,51.12723536,50.54390523
2786.4,0.224388883,-0.479370772,-0.000161977,1.19E-09,-29.68054096,-29.68237766,9.046948317,9.046397308,2941.2,0.312322901,-0.428931621,-0.000131177,9.74E-10,-21.96517679,-21.96646101,14.23197367,14.23158841,774,0.387455708,-0.094453719,-0.000122374,6.78E-07,-18.93465691,-19.82877454,17.11111519,16.8428799,2846,0.602063916,-0.395374627,-0.000125098,4.01E-06,-15.28304614,-18.81221308,27.1026607,26.04391061,3011,1.332645183,-0.501881648,-0.000121449,7.63E-06,-7.442554267,-10.79473835,51.07304102,50.0673858
2793.6,0.224345036,-0.480536802,-0.00016192,1.29E-09,-29.66900336,-29.67098735,9.04690186,9.046306663,2948.8,0.312230065,-0.429928255,-0.000131095,1.11E-09,-21.94922097,-21.95069057,14.23057136,14.23013048,776,0.387459633,-0.094698447,-0.000122354,6.96E-07,-18.91852905,-19.83602273,17.1161844,16.8409363,2857,0.603698617,-0.396750527,-0.000125072,4.55E-06,-15.01352401,-19.01368727,27.26955423,26.06950525,3024.5,1.326947838,-0.503516877,-0.000120825,1.16E-05,-6.505330844,-11.60822397,51.12631427,49.59544634
2800.8,0.224301256,-0.481702418,-0.000161862,1.39E-09,-29.65746542,-29.65959764,9.046860853,9.046221185,2956.4,0.312137293,-0.43092427,-0.000131014,1.26E-09,-21.93326285,-21.93492566,14.22917403,14.22867518,778,0.387466341,-0.094943136,-0.000122335,7.14E-07,-18.90219557,-19.84347694,17.12147902,16.83909461,2868,0.605883931,-0.398126378,-0.00012509,5.09E-06,-14.74233917,-19.21685454,27.46592618,26.12357157,3038,1.323378714,-0.505144505,-0.00012033,1.64E-05,-5.388343698,-12.60178189,51.31864545,49.15461399
2808,0.224257548,-0.482867621,-0.000161805,1.48E-09,-29.64592784,-29.64820783,9.046825484,9.046141487,2964,0.312044595,-0.431919666,-0.000130932,1.41E-09,-21.91730292,-21.91916579,14.2277821,14.22722324,780,0.387475904,-0.095187786,-0.000122315,7.32E-07,-18.88565943,-19.85113422,17.1270024,16.83735996,2879,0.608684995,-0.399502688,-0.000125157,5.62E-06,-14.47605639,-19.41515021,27.69323545,26.21150731,3051.5,1.322812829,-0.506766607,-0.000120016,2.20E-05,-4.092542238,-13.77446336,51.68475049,48.78017416
2815.2,0.224213917,-0.484032411,-0.000161748,1.58E-09,-29.63439144,-29.6368171,9.046795908,9.046068209,2971.6,0.311951978,-0.432914443,-0.000130851,1.57E-09,-21.9013418,-21.90341036,14.22639596,14.2257754,782,0.387488396,-0.095432397,-0.000122296,7.51E-07,-18.86892377,-19.85899142,17.13275791,16.83573761,2890,0.612165568,-0.40088002,-0.000125277,6.12E-06,-14.22278868,-19.60046127,27.9524038,26.33910202,3065,1.3262727,-0.508386031,-0.000119944,2.84E-05,-2.632090615,-15.11210488,52.26128081,48.51727653
2822.4,0.224170367,-0.485196788,-0.00016169,1.67E-09,-29.62285714,-29.62542454,9.04677224,9.04600202,2979.2,0.311859451,-0.433908601,-0.00013077,1.73E-09,-21.88538022,-21.88765863,14.22501601,14.22433249,784,0.387503891,-0.095676971,-0.000122277,7.70E-07,-18.85199195,-19.86704519,17.13874893,16.83423296,2901,0.616385788,-0.402258991,-0.000125455,6.56E-06,-13.99235718,-19.76296666,28.24365012,26.51246728,3078.5,1.334916284,-0.510006508,-0.000120184,3.54E-05,-1.038835869,-16.58286004,53.08500062,48.42179337
2829.6,0.224126904,-0.486360751,-0.000161633,1.76E-09,-29.61132597,-29.61402909,9.046754549,9.045943614,2986.8,0.311767025,-0.434902141,-0.000130688,1.89E-09,-21.86941904,-21.87190975,14.22364259,14.22289538,786,0.387522465,-0.095921507,-0.000122259,7.89E-07,-18.83486753,-19.87529197,17.14497885,16.83285152,2912,0.621399472,-0.403640269,-0.000125697,6.93E-06,-13.79644171,-19.89098659,28.56630285,26.73793939,3092,1.350010226,-0.511632752,-0.000120812,4.27E-05,0.632636848,-18.13214434,54.19020011,48.56076576
2836.8,0.224083532,-0.487524302,-0.000161576,1.84E-09,-29.59979912,-29.60262961,9.046742853,9.045893705,2994.4,0.311674707,-0.435895062,-0.000130607,2.05E-09,-21.85345929,-21.8561627,14.22227602,14.22146499,788,0.387544195,-0.096166006,-0.00012224,8.09E-07,-18.81755429,-19.88372797,17.15145108,16.83159897,2923,0.627250891,-0.405024562,-0.000126004,7.19E-06,-13.64871541,-19.97084797,28.91859016,27.0219504,3105.5,1.372884207,-0.513270535,-0.000121907,5.00E-05,2.299480535,-19.67711142,55.60521245,49.01223486
2844,0.224040256,-0.488687439,-0.000161518,1.92E-09,-29.58827786,-29.59122479,9.046737104,9.045853024,3002,0.311582508,-0.436887365,-0.000130526,2.21E-09,-21.83750214,-21.8404163,14.22091655,14.22004231,790,0.38756916,-0.096410469,-0.000122223,8.28E-07,-18.8000562,-19.89234922,17.158169,16.83048109,2934,0.633971008,-0.406412615,-0.000126381,7.30E-06,-13.56495525,-19.98677388,29.29740858,27.37086299,3119,1.404861845,-0.514926708,-0.000123549,5.68E-05,3.844795432,-21.10086218,57.34791245,49.86421516
2851.2,0.223997078,-0.489850164,-0.000161461,1.98E-09,-29.57676363,-29.5798132,9.046737187,9.045822315,3009.6,0.311490436,-0.43787905,-0.000130444,2.37E-09,-21.82154896,-21.82466919,14.21956441,14.21862834,792,0.387597437,-0.096654896,-0.000122205,8.48E-07,-18.78237751,-19.90115149,17.165136,16.82950381,2945,0.641573132,-0.40780519,-0.000126826,7.23E-06,-13.56311893,-19.92080666,29.69807125,27.79076493,3132.5,1.447163361,-0.516609158,-0.000125812,6.22E-05,5.111874907,-22.24669061,59.42009692,51.21252726
2858.4,0.223954004,-0.491012476,-0.000161404,2.04E-09,-29.56525801,-29.56839327,9.046742905,9.045802326,3017.2,0.311398502,-0.438870117,-0.000130363,2.52E-09,-21.80560128,-21.80891984,14.21821973,14.21722416,794,0.387629109,-0.096899288,-0.000122187,8.69E-07,-18.76452264,-19.91013033,17.17235549,16.82867318,2956,0.650047972,-0.40920305,-0.000127341,6.93E-06,-13.66337732,-19.7527755,30.11403798,28.28721853,3146,1.500775261,-0.518326679,-0.000128753,6.55E-05,5.898915651,-22.91279406,61.80068514,53.15717222
2865.6,0.223911035,-0.492174375,-0.000161346,2.08E-09,-29.55376271,-29.55696327,9.046753972,9.045793802,3024.8,0.311306712,-0.439860566,-0.000130282,2.66E-09,-21.78966085,-21.79316651,14.21688255,14.21583086,796,0.387664255,-0.097143646,-0.00012217,8.89E-07,-18.74649628,-19.91928107,17.17983084,16.82799541,2967,0.659358091,-0.410606941,-0.000127922,6.34E-06,-13.88808995,-19.46032091,30.53663042,28.86496113,3159.5,1.566282699,-0.520088712,-0.000132409,6.55E-05,5.954763741,-22.84801925,64.4377371,55.7969022
2872.8,0.223868174,-0.493335861,-0.000161289,2.11E-09,-29.54227962,-29.54552134,9.046769999,9.045797483,3032.4,0.311215076,-0.440850398,-0.0001302,2.79E-09,-21.77372961,-21.77740726,14.21555286,14.21444956,798,0.38770296,-0.09738797,-0.000122154,9.10E-07,-18.72830336,-19.92859879,17.18756543,16.82747681,2978,0.669431743,-0.412017561,-0.000128563,5.41E-06,-14.26170956,-19.01899019,30.95473678,29.5275526,3173,1.643661037,-0.521904941,-0.000136778,6.08E-05,4.97643113,-21.74937878,67.23937084,59.22162787
